comment,text_clean,sentiment,sentiment_score
mending ke alfamart dah lengkap walau jauh dikit daripada ini kek bangkrut bner😂,mending alfamart dah lengkap jauh dikit kek bangkrut bner,Negatif,0.9966
brpa bnyak orang yg bakal ngangur kehilangan pekerjaan klau ditutup tolong dipikirkan👍👍,brpa bnyak orang yg bakal ngangur kehilangan pekerjaan klau ditutup dipikirkan,Negatif,0.9789
hahaha maaf baru tau kak😭🙏,hahaha maaf baru tau kak,Netral,0.8952
kok jadi seperti negara komunis? katanya negara demokrasi gimana sih🗿,kok jadi negara komunis katanya negara demokrasi gimana sih,Negatif,0.9951
"kebiasaan , ngomong dulu baru mikir",kebiasaan ngomong dulu baru mikir,Netral,0.8245
tambahono ruang karaoke plisss,tambahono ruang karaoke plisss,Positif,0.9635
hadeh hadeh,hadeh hadeh,Negatif,0.995
kumel bgt,kumel bgt,Negatif,0.942
ldr an kbeh😭,ldr an kbeh,Negatif,0.9791
"sayang nya isi nya prodak swasta hahaha,,coba isi nya pridak milik negara hahaha",sayang nya isi nya prodak swasta hahaha coba isi nya pridak milik negara hahaha,Negatif,0.7939
Jangan ada yg beli plis,jangan yg beli plis,Negatif,0.9865
"Coba mana yang orang nganjuk, apakah seminggu kemudian harga sama segitu???",coba mana orang nganjuk seminggu kemudian harga sama segitu,Negatif,0.904
"wkw kok kesel, pegawai situ ya? 😂 tanpa u suruh juga gabkal beli",wkw kok kesel pegawai situ suruh gabkal beli,Negatif,0.9971
"maaf,, vibes nya kayak toko hampir bangkrut🗿",maaf vibes nya kayak toko hampir bangkrut,Negatif,0.9963
Mending ke alfamidi🥰,mending alfamidi,Netral,0.8621
malah koyo toko arep bangkrut barange sitik,malah koyo toko arep bangkrut barange sitik,Negatif,0.9956
"Gw heran pedagang kecil gimana ? Buka nya bagus ya ini harga asli dari presiden, presiden aja kaga nyetok harga tinggi, lah pedagang kecil pada ngetok harga tinggi?",gw heran pedagang kecil gimana buka nya bagus harga asli presiden presiden aja kaga nyetok harga tinggi lah pedagang kecil ngetok harga tinggi,Negatif,0.9951
semoga di tempat ku ga ada aminnn,semoga tempat ku ga aminnn,Positif,0.8699
bagusan formasi bola tengah nya di isi 😭,bagusan formasi bola tengah nya isi,Positif,0.9519
Mau tutup ya ? kosong gitu 😂,mau tutup kosong gitu,Negatif,0.9934
"kdmp dari Rp 1.6m turun kebawah Rp 800jt kemana sisa Rp 800jt /titik × 80.000 = !?
mbg dari Rp 15.000 turun k rakyat Rp 6.000 sisa Rp 9.000 × ?? =!?
😂😂😂",kdmp rp turun kebawah rp jt sisa rp jt titik mbg rp turun rakyat rp sisa rp,Netral,0.9352
besok aja,besok aja,Netral,0.9482
terlihat seperti gmanapun caranya harus launcing dulu,terlihat gmanapun caranya launcing dulu,Negatif,0.828
tercium bau-bau harga lebih mahal🗿,tercium bau bau harga lebih mahal,Negatif,0.9966
podo wae😂😂😂😂,podo wae,Negatif,0.965
LPG di sini mba 25 ribu,lpg sini mba ribu,Netral,0.9487
trs barang UMKN ny mana?,trs barang umkn ny mana,Netral,0.6831
seragamnya pasti bikin ribet klw display barang🤣,seragamnya bikin ribet klw display barang,Negatif,0.997
di daerah saya bikin bagunannya depan pasar tradisional menurut kalian gimana,daerah bikin bagunannya depan pasar tradisional kalian gimana,Negatif,0.6306
jadi jaga jarak😭,jadi jaga jarak,Positif,0.8347
masuk Agin,masuk agin,Negatif,0.5826
corona ta? kok jaga jarak kii,corona ta kok jaga jarak kii,Negatif,0.9437
Kok SUPERINDOOO,kok superindooo,Negatif,0.9549
"nah ini kalo mau mah wkwkwk belanja di tetangga😂😂😂😂 alfa, indo, koperasi, minggir duluuuu wkwk",nah kalo mau mah wkwkwk belanja tetangga alfa indo koperasi minggir duluuuu wkwk,Negatif,0.7235
plat nya masih profit kok sdh angkut barang.wah pelanggaran ini,plat nya profit kok sdh angkut barang wah pelanggaran,Negatif,0.994
Cape bgt ngelike komen😭,cape bgt ngelike komen,Negatif,0.9978
"di kampung gw boro“ Uda operasi,,atap nya ada blom kepasang, entah kepotong anggaran nya entah knpa.",kampung gw boro uda operasi atap nya blom kepasang entah kepotong anggaran nya entah knpa,Negatif,0.994
karyawan ritel yok kita kasi tau apa yang namanya planogram,karyawan ritel yok kasi tau apa namanya planogram,Netral,0.9132
memang lebih murah,memang lebih murah,Positif,0.9934
"raknya mana ga penuh lagi, yang diisi cuma depannya aja",raknya mana ga penuh diisi cuma depannya aja,Negatif,0.9231
gk mau mampir ah juelek tempatnya,gk mau mampir ah juelek tempatnya,Negatif,0.9951
"paling lama 2 tahun,Anis dan sandiago juga begitu di awal 😁😁",paling lama tahun anis sandiago awal,Netral,0.9851
gmn ns stop secara lokasi Alfa aj strategis beda SM kopdes d hutan d gunung dan d tebing gmn toh ak,gmn ns stop lokasi alfa aj strategis beda sm kopdes hutan gunung tebing gmn ak,Netral,0.5641
ndak lengkap skip skip skip😂,ndak lengkap skip skip skip,Negatif,0.9594
[Sticker] ,sticker,Positif,0.6144
ramean warung madura,ramean warung madura,Positif,0.9862
sama aja yg Untung indomarko😁😁😁,sama aja yg untung indomarko,Positif,0.6268
"gamau komen aneh""takut di ciduk",gamau komen aneh takut ciduk,Negatif,0.9974
"kelebihan beli bumbu racik, mau beli sajiku duitnya kehabisan 🤣",kelebihan beli bumbu racik mau beli sajiku duitnya kehabisan,Negatif,0.8694
Jiwa alumni Indomaret sama Alfamidi ku meronta ronta 😭😭😭😭,jiwa alumni indomaret sama alfamidi ku meronta ronta,Negatif,0.9712
"gak meyakinkan.
pokok cair, dah gtu aja.",gak meyakinkan pokok cair dah gtu aja,Negatif,0.9886
Gasuka bgt pemerintahan skrg matiin rezeki para pegawai retail😭😭,gasuka bgt pemerintahan skrg matiin rezeki pegawai retail,Positif,0.737
"kayaknya barang yg dipajang itu barang"" pinjaman dari toko lain😁😁",kayaknya barang yg dipajang barang pinjaman toko,Netral,0.5128
"di tempatku baru buka sehari tutupnya berhari""🤣",tempatku baru buka sehari tutupnya berhari,Netral,0.9534
sepi bener kaya like gw,sepi bener kaya like gw,Negatif,0.9976
catat jangan hanya pas kunjungan,catat jangan pas kunjungan,Netral,0.9937
Social distancing,social distancing,Negatif,0.3847
paling bertahan 1 tahun lihat saja 🤣😂😅,paling bertahan tahun lihat,Positif,0.7018
iri harta semenyeramkan itu,iri harta semenyeramkan,Negatif,0.9965
"halah, ramean warung daeng kak",halah ramean warung daeng kak,Negatif,0.8771
Program pemerintah paling tai,program pemerintah paling tai,Negatif,0.9932
sek apik an toko meduro,sek apik an toko meduro,Positif,0.9448
ini lgi,lgi,Netral,0.4692
LDR an bgt nih barangnya 😭,ldr an bgt nih barangnya,Negatif,0.973
Ordal😂😂😂,ordal,Negatif,0.5915
ni dah kaya tinggal di asrama TNI ada koperasi begini 😁,ni dah kaya tinggal asrama tni koperasi begini,Negatif,0.9556
bisa bangkrut dong kedai kecil pak....????,bangkrut dong kedai kecil pak,Negatif,0.9979
ga kreatif ih captionnya sama semua,ga kreatif ih captionnya sama semua,Negatif,0.9978
sampai kpn kira2 ketawanya,kpn kira ketawanya,Negatif,0.612
Tokonya aja bagusan alfa indomaret,tokonya aja bagusan alfa indomaret,Positif,0.9932
prosesnya blm siap 100% berarti😂,prosesnya blm siap berarti,Negatif,0.988
kalau harga dibawah retail toko UMKM sekitar... kira kira gimana,kalau harga dibawah retail toko umkm kira kira gimana,Netral,0.7326
kalok gak murah ..berrty ini kita mmperkaya pemerintah..masak pemerintah saja yang mau julan 🤭🤭,kalok gak murah berrty mmperkaya pemerintah masak pemerintah mau julan,Negatif,0.9846
"bingung ya ka, biasa di jejer ke belakang ini mah kesampibg",bingung ka biasa jejer belakang mah kesampibg,Negatif,0.9937
bersaing secara fair,bersaing fair,Positif,0.9937
plis jagan ada yg borong,plis jagan yg borong,Negatif,0.9953
ga gampe seminggu tutup 😁,ga gampe seminggu tutup,Negatif,0.9299
kan ada bank BUMN pak..kenapa harus ada koperasi lagi,kan bank bumn pak koperasi,Netral,0.9285
anggap aja presiden buka kios di setiap desa/kota,anggap aja presiden buka kios desa kota,Netral,0.9187
"penataan lu makan ruang, takut dikira copas caranya minimarket modern ya?",penataan lu makan ruang takut dikira copas caranya minimarket modern,Negatif,0.9962
Susun tuh barang barang sesuai tempat bukan sesuai warna 🤣,susun tuh barang barang sesuai tempat bukan sesuai warna,Netral,0.8249
S7 sy jg bl di warung desaku kasihan cr untung kecil mhidupi ortu lansia ank butuh biaya,sy jg bl warung desaku kasihan cr untung kecil mhidupi ortu lansia ank butuh biaya,Netral,0.4766
lebih bagus Alfamart/Indomaret displaynya,lebih bagus alfamart indomaret displaynya,Positif,0.9593
ndelok tok ae ra selera arep tuku,ndelok tok ae ra selera arep tuku,Negatif,0.9721
Janggal itu gas nya,janggal gas nya,Negatif,0.9956
nyekerrrrr😭,nyekerrrrr,Negatif,0.9929
Baru buka sdh bangkrut😂,baru buka sdh bangkrut,Negatif,0.9971
desgn tokonya jadul ga menarik Marwahnya ga ada,desgn tokonya jadul ga menarik marwahnya ga,Negatif,0.9975
"pada akhirnya klarifikasi,
dan menganggap semuanya menjadi aman dan sudah di lupakan masyarakat.",akhirnya klarifikasi menganggap semuanya menjadi aman lupakan masyarakat,Negatif,0.9828
kon jejer yopo se gena e😭,kon jejer yopo se gena,Negatif,0.5461
kasihan karyawan nya pak,kasihan karyawan nya pak,Negatif,0.9947
gajelas emang,gajelas emang,Negatif,0.998
mantap ini sistem nya ga kejam,mantap sistem nya ga kejam,Positif,0.9947
Minimal paham planogram😏,minimal paham planogram,Netral,0.9236
luar biasa program bapak presiden prabowo subianto,luar biasa program bapak presiden prabowo subianto,Positif,0.9879
desa ku Ada jg,desa ku jg,Positif,0.5893
"kurang jauh jarak susunan barangnya, minimal antar barang itu 1 meter jaraknya",kurang jauh jarak susunan barangnya minimal antar barang meter jaraknya,Netral,0.9306
kalah ama warung madura 😭,kalah ama warung madura,Negatif,0.9971
kayak toko mau tutup stok barang nya.kayak mau ngabisin stok aja.,kayak toko mau tutup stok barang nya kayak mau ngabisin stok aja,Negatif,0.9927
ngapain tutup mata harganya aja gk ada,ngapain tutup mata harganya aja gk,Negatif,0.9929
jaga jarak 😭😭,jaga jarak,Positif,0.7234
ya bersaing dong,bersaing dong,Positif,0.9714
wkwkk,wkwkk,Negatif,0.5002
"tpi di kopdes jauh lebih murah, gmn sistem untungny?",tpi kopdes jauh lebih murah gmn sistem untungny,Positif,0.5741
program buang anggaran selain MBG sama perumahan subsidi,program buang anggaran mbg sama perumahan subsidi,Negatif,0.9945
ada simpan pinjamnya juga... yg boleh minjam siapa😅😅😅,simpan pinjamnya yg minjam siapa,Negatif,0.5915
ga bakal beli,ga bakal beli,Negatif,0.9936
sampe jam 5 sore? jam 5.30 orang mau belanja gimana dah? sistem enggak 24jam berani berpikir untuk menutup seluruh kedai indomaret & alfamart?,sampe jam sore jam orang mau belanja gimana dah sistem enggak jam berani berpikir menutup seluruh kedai indomaret alfamart,Netral,0.5448
harusnyaaaa😭 kalo gini malah jadi saingan toko weeee,harusnyaaaa kalo gini malah jadi saingan toko weeee,Negatif,0.9809
jadul bgt,jadul bgt,Negatif,0.998
"koperasi merah putih itu, jangn bahan sembako aja..terutama pupuk, benih,serta obat obatan tanaman..itu baru namanya untuk rakyat..kalo sekedar seperti itu,GK jauh beda sama warung..",koperasi merah putih jangn bahan sembako aja terutama pupuk benih obat obatan tanaman baru namanya rakyat kalo sekedar gk jauh beda sama warung,Negatif,0.9097
segitu nya yg penting bapak senang 😏😏😏,segitu nya yg penting bapak senang,Positif,0.9816
ga lengkap. sama aja susah gua nyari barang yang gua mau beli ga ada disitu,ga lengkap sama aja susah gua nyari barang gua mau beli ga disitu,Negatif,0.9863
"sebenarnya program bagus
tp alfa dan indo kalo di stop kasian yg kena phk",sebenarnya program bagus tp alfa indo kalo stop kasian yg kena phk,Negatif,0.8734
geliiiii,geliiiii,Negatif,0.9911
"mereka modalnya dari negara jir, jadi mau laku atau nggak tuh barang², ya tetep dapet gaji, tetep d kasih modal dari negara lagi nanti... nah dan yap , kalo barang gk laku ya tinggal makan sendiri aja, terus minta lagi duit k negara buat beli stock...",modalnya negara jir jadi mau laku tuh barang² tetep dapet gaji tetep kasih modal negara nah yap kalo barang gk laku tinggal makan sendiri aja terus minta duit negara buat beli stock,Negatif,0.8125
"tp kulakan nya kog di indomarco pak , ada video nya lho pak🥺",tp kulakan nya kog indomarco pak video nya lho pak,Netral,0.9714
Selamat datanggggg☺️☺️☺️🙏🙏🙏,selamat datanggggg,Positif,0.9308
"kalau ngambil dari indomarco fungsi kopdes apa ?
mending indomaret atau alfamidi donk🤭🤭",kalau ngambil indomarco fungsi kopdes apa mending indomaret alfamidi donk,Netral,0.9793
"barang lenyap, duit ga ada, habis semuanya dikorupsi",barang lenyap duit ga habis semuanya dikorupsi,Negatif,0.9814
"rencana bapak prabowo mulia tp di bawah nanti gmn , apa bs mulia jg",rencana bapak prabowo mulia tp bawah gmn apa bs mulia jg,Negatif,0.5782
aku jg asal seliweran sih wktu itu sama d liatin mamah lewat fb katanya😭,aku jg asal seliweran sih wktu sama liatin mamah lewat fb katanya,Netral,0.8354
malah menyaingi umkm😳,malah menyaingi umkm,Negatif,0.9775
pemain,pemain,Netral,0.6045
kirain buat tugas sekolah,kirain buat tugas sekolah,Negatif,0.9106
namanya juga omon2,namanya omon,Netral,0.5405
iki displayne opo dikonsep cuci gudang kang😭😭😭,iki displayne opo dikonsep cuci gudang kang,Negatif,0.9704
di borong itu,borong,Negatif,0.9971
nggak bakal tahan lama 😂,bakal tahan lama,Positif,0.9955
kalo gini maju nya kpn🥺🥺🥺,kalo gini maju nya kpn,Negatif,0.4919
"namanya juga kenalan, pas udah serumah baru tau tabiat, go ahead, klo bagus bakal diapresiasi, tapi tolong jgn lagu lama",namanya kenalan pas udah serumah baru tau tabiat go ahead klo bagus bakal diapresiasi jgn lagu lama,Positif,0.8466
kecilnya gas,kecilnya gas,Negatif,0.6304
di daerah batang ada 2 kopdes cuma kehalang belokan deket banget konsep gimna 😁,daerah batang kopdes cuma kehalang belokan deket banget konsep gimna,Positif,0.9047
"jadi harus ada koprasi!!!
pernyataan ini berarti bapak distel yah? atau gimana sih?",jadi koprasi pernyataan berarti bapak distel yah gimana sih,Netral,0.6805
"lah yang ini barangnya penuh, karena mau dilihat bos besar",lah barangnya penuh mau dilihat bos besar,Negatif,0.9868
ini tujuan ny apa ya? ky bener bener 100% kaya ga niat buat bikin.Masi banyak yg kosong barang ny😭😭 ga enak diliat,tujuan ny apa ky bener bener kaya ga niat buat bikin masi banyak yg kosong barang ny ga enak diliat,Negatif,0.9971
"kak,polos amat jir",kak polos jir,Negatif,0.9959
harusnya bersaing dg negara Asean untuk meningkatkan ekspor UMKM..malah bersaing dg usaha rakyat sendiri 😳,harusnya bersaing dg negara asean meningkatkan ekspor umkm malah bersaing dg usaha rakyat sendiri,Negatif,0.9599
harga lebih mahal mana dg indo atau alfa?,harga lebih mahal mana dg indo alfa,Negatif,0.9875
bersaing dengan pemerintah,bersaing pemerintah,Positif,0.9805
"siap"" toko klontong kecil gulung tikar",siap toko klontong kecil gulung tikar,Negatif,0.6071
"JANGAN STOP WOY , ALFA BISA DELIVERY WOYYY , EMANG KOPDES BISAAAA FREE DELIVERY?",jangan stop woy alfa delivery woyyy emang kopdes bisaaaa free delivery,Positif,0.8231
sm aja jatuh in rezeki org lain demi majuin usaha negara,sm aja jatuh in rezeki org majuin usaha negara,Positif,0.9171
republik ini terlalu banyak tangan tangan tikusnya..... bisa aja gak seberapa lama isi koperasinya ludes,republik terlalu banyak tangan tangan tikusnya aja gak seberapa lama isi koperasinya ludes,Negatif,0.9972
mungkin juga blm ada pengalaman trs yg kerja cuma keluarga semua:(,mungkin blm pengalaman trs yg kerja cuma keluarga semua,Netral,0.7878
"gmn nasib warung kecil yg cuma ambil untung 1000/2000 buat makan keluarga
banyak yg ngutang lg....",gmn nasib warung kecil yg cuma ambil untung buat makan keluarga banyak yg ngutang lg,Negatif,0.9825
"NONTON PERTANDINGAN APA..???
😏😏😏",nonton pertandingan apa,Negatif,0.9494
naon karosong keneh @M 🙏🏻,naon karosong keneh,Negatif,0.9468
Makin kesini makin brobrok @gerindra @DPR RI @Prabowo @detik.com @Najwa Shihab @Kompas.com @OfficialiNews @MPR RI ide yg membanggokan 😭,makin kesini makin brobrok ri com shihab com ri ide yg membanggokan,Negatif,0.9604
bisa top up gopay/ dana ga,top up gopay dana ga,Positif,0.7798
"ke alfamart and indomaret aja lah,soal ada idol k-pop and jkt48",alfamart and indomaret aja lah soal idol pop and jkt,Netral,0.9922
"gw tetep belanja ke warung tetangga,karna klo duit gw kurang bisa bayar nanti alias utang 😂😂😂",gw tetep belanja warung tetangga karna klo duit gw kurang bayar alias utang,Negatif,0.9081
"gak semangat lihatnya barang barang nya pun begitu begitu aja ,beda sama. alfa dan indo",gak semangat lihatnya barang barang nya aja beda sama alfa indo,Negatif,0.9825
Masih pandemi kah disana ?,pandemi disana,Negatif,0.8306
"[Sticker] salah pilih presiden kita, sumpah gua nggak setuju ah",sticker salah pilih presiden sumpah gua setuju ah,Positif,0.8214
"owala, tapi disini harga di koprasi merah putih ga mahal mahal amat si ka di bawah indomrt lah, mungkin karena awal gatau",owala disini harga koprasi merah putih ga mahal mahal si ka bawah indomrt lah mungkin awal gatau,Positif,0.9783
yg kerja disitu pendukung wowo semua ya,yg kerja disitu pendukung wowo semua,Negatif,0.6331
setahun lebih dikit saja,setahun lebih dikit,Negatif,0.8377
Trus U siapkan Gaji Bulanan buat karyawan Alfa dan Indo yg kehilangan pekerjaan,trus siapkan gaji bulanan buat karyawan alfa indo yg kehilangan pekerjaan,Netral,0.9866
buka toko,buka toko,Netral,0.805
KLO lebih murah gue OtW KLO msh sama gue ke alpa sama maret,klo lebih murah gue otw klo msh sama gue alpa sama maret,Netral,0.8228
"maaf sebelumnya,mau tanya...
staff nya sebelum kerja,apakah di training soal standart display?
seperti planogram,layout?
hal basic seperti fronting,facing,grouping n merchandising??
serius nanya...
soalnya nliatnya kek display yaaa asal display,gak ada konsep/grouping product?",maaf sebelumnya mau tanya staff nya kerja training soal standart display planogram layout basic fronting facing grouping merchandising serius nanya soalnya nliatnya kek display yaaa asal display gak konsep grouping product,Netral,0.9206
Kaya buka toko modal seadanya paling brpa juta😭,kaya buka toko modal seadanya paling brpa juta,Netral,0.5306
perasaan di aku lewat yg daftar lari2an cepet2an 😭😭😭,perasaan aku lewat yg daftar larian cepetan,Negatif,0.915
"udah maen masak-masaknya?
sehari doank, udah tutup.
kocak",udah maen masak masaknya sehari doank udah tutup kocak,Negatif,0.9876
kasian yg menghujad.,kasian yg menghujad,Negatif,0.9961
Sebagai rakyaat yng berkemanusian belanjalah di warung kecil setidaknya bisa menghidupkan UMKM rakyat kecil bukan golongan para pejabat,rakyaat yng berkemanusian belanjalah warung kecil menghidupkan umkm rakyat kecil bukan golongan pejabat,Netral,0.37
